plate,url,answer
plate_3,https://audiosamplesp808.blob.core.windows.net/p910-assets/imgs/plates/3.jpg,29
plate_4,https://audiosamplesp808.blob.core.windows.net/p910-assets/imgs/plates/4.jpg,5
