src_key,src_file,freeze_file
0296bcc0fdd2a47380e798289dcc099f_1080x1920_30.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/12ce1f62e1e54301aec5b4d3366f3296.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/98a9994858064efc8d427168f9e61b63.mp4
0296bcc0fdd2a47380e798289dcc099f_1080x1920_30.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/31720a68ca724ba8ba685b5d794f7fdc.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/c8bf6306a4fb4b8c9dd4097b4b55adce.mp4
0296bcc0fdd2a47380e798289dcc099f_1080x1920_30.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/5734015749f14fa9badaacbb466051ce.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/ec817ded1aca476191556371fc112952.mp4
0527327d0c75807e664cab090ff80225.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/8e1c6d9c851045829755f48a184ab099.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/e66633e6062e4fe98e3349399e1c9b63.mp4
0527327d0c75807e664cab090ff80225.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/fe8e23cda6e54247999332b5589df029.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/bf7cae6518fa4da3bc4b918d775a42f1.mp4
0527327d0c75807e664cab090ff80225.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/fefcfe5b257c486397575e200a0779ee.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/28d9fa13b5684c14be50326f7f77ccae.mp4
2e968474fc89ce53f523f0a3f78e8f1e.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/71947e69235e418cbaba115560995f67.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/3a89c165de1e499cb46da44786f54b36.mp4
2e968474fc89ce53f523f0a3f78e8f1e.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/b07845f7063f411b9ffb12262ee67d3b.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/7f88e36d76c2476b9bbb29c091794b45.mp4
2e968474fc89ce53f523f0a3f78e8f1e.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/86027d3f6f744c0690c9d9c31351a863.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/0ad4e49c97ce4afd9739100e755d191f.mp4
38a41875b10cf12852ac9a06b2f9c7af_1920x1080_30.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/c6906693be3b452e898099f6f4d68d03.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/fdbdb21ebbfc45608155fab3cae59b21.mp4
38a41875b10cf12852ac9a06b2f9c7af_1920x1080_30.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/776a2c96607f4136b592af5a992fc115.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/f693fa0ea13b441b8bc05cf92d7098d5.mp4
38a41875b10cf12852ac9a06b2f9c7af_1920x1080_30.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/8800afd59f88452e8b398c9176129e87.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/9edc0efa77b048f49c184e3384685908.mp4
3a64b2bc4a100f0b3eee0ba123008a38.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/b243629e8d5042eebae9e142c0c75c6a.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/c662257dc69545ccbc119e9e49f3e6e1.mp4
3a64b2bc4a100f0b3eee0ba123008a38.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/5e163adfad1842e6b03ecb9d2cf6550e.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/c027170b02fa4b43a68d210808f94018.mp4
3a64b2bc4a100f0b3eee0ba123008a38.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/b5d243579f0345eebde97c5636096db0.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/6c13560f5fdd4ce9ab8d914036ff60b8.mp4
419ca18d2f4211ad60b6fb0473482bcb.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/bd2c41713b384966a4ba7818a089b0cc.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/6dc595401ac842d6afd736d54066a18e.mp4
419ca18d2f4211ad60b6fb0473482bcb.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/a27d005176404759b62e223c242bd214.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/53b471c15b314863b3744288345f490b.mp4
419ca18d2f4211ad60b6fb0473482bcb.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/2c889722bf6d4047b4ea7cd7bf2ffb58.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/389b415c53c1413c82119e12fcca5785.mp4
54e9f7b6a15b07e90b4836eb6ffb58ae_1920x1080_30.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/c2e79ada13ae49a0a46c95a0ec7b812f.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/eb9d91baf1a2409eaf1c90834fc7b59d.mp4
54e9f7b6a15b07e90b4836eb6ffb58ae_1920x1080_30.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/f827b99f46b1438baa0dcf4d9c53fb3b.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/e2804a7b2950472c8b5be3b789061060.mp4
54e9f7b6a15b07e90b4836eb6ffb58ae_1920x1080_30.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/607b01493f9b4b5686e2cde0efd405db.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/3be4800a622146feb06c08258d73e668.mp4
64cd95b926af9ed438cf7c62f04a2827.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/ddb0d0b4606940ecb437e17c2565c00d.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/8139b93a795d474abe3105ac83f4e644.mp4
64cd95b926af9ed438cf7c62f04a2827.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/a670d8030f1647e8b386a9ebb8ed6096.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/934dd4b454ba4d4b845d61b5d11c7531.mp4
64cd95b926af9ed438cf7c62f04a2827.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/cfe16bb607094341a777c8e6c06eb9c9.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/1468806cb3c2457eaf45546e3aff602e.mp4
70fb74add2264b3c37d519a9e21e16c4.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/1c00aae573dd43a39599d59df534eb34.mp4,https://audiosamplesp808.blob.core.windows.net/p910-assets/sample_videos/rdps/f844bca5dd634bceb0a3739c622a2d4e.mp4
